,Handle,Date,Text,Compound_Score,Positive_score,Negative_score,Neutral_score
123,@CBS,Mon Apr 02 23:09:20 +0000 2018,"RT @tanyaclexakru: @warnerbrostv @CBS @LivinBiblically @jrfergjr HeyWarner,WeNeed #LexaAlive,WeNeedGoodRepresentation,#RepresentationMatter…",0.0,0.0,0.0,1.0
124,@CBS,Mon Apr 02 23:08:53 +0000 2018,RT @JimHeathTV: The @fcc should review #Sinclair immediately &amp; the networks should warn that they will revoke their partnership with local…,-0.1027,0.0,0.065,0.935
125,@CBS,Mon Apr 02 23:08:36 +0000 2018,.@CBS's Armando Nunez will back @Ten_Corporate's homegrown strategy &amp; has committed to long-term support   https://t.co/wHukrNbYo3,0.5859,0.27,0.0,0.73
126,@CBS,Mon Apr 02 23:08:06 +0000 2018,"RT @ChuckyKype: .@CBS , .@nbc , .@ABCNetwork , .@FOXTV , .@CNN , .@MSNBC , .@FoxNews https://t.co/FZRHY9blXQ",0.0,0.0,0.0,1.0
127,@CBS,Mon Apr 02 23:07:44 +0000 2018,"RT @PatriotTamme: ------    #ReleaseTheNames of the Congressmen we have paid on their behalf in over $17 million in sex cases.
@realDonaldT…",0.0,0.0,0.0,1.0
128,@CBS,Mon Apr 02 23:07:36 +0000 2018,"RT @AmericanMetal1: @realDonaldTrump Here is a list of all stations owned by @WeAreSinclair Broadcasting stations. They include @ABC, @NBC,…",0.0,0.0,0.0,1.0
129,@CBS,Mon Apr 02 23:07:32 +0000 2018,"RT @ChuckyKype: .@CBS , .@nbc , .@ABCNetwork , .@FOXTV , .@CNN , .@MSNBC , .@FoxNews https://t.co/FZRHY9blXQ",0.0,0.0,0.0,1.0
130,@CBS,Mon Apr 02 23:07:20 +0000 2018,"RT @ProfElvanAktas: “Kanl? Tiyatro""
""Deadly Theater""
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RF…",0.0,0.0,0.0,1.0
131,@CBS,Mon Apr 02 23:07:17 +0000 2018,Shame on Sinclair Broadcast Group @WeAreSinclair.  This is NOT what journalism is about.  And the ever-odious… https://t.co/jZZpPtT6o9,-0.4767,0.0,0.162,0.838
132,@CBS,Mon Apr 02 23:07:04 +0000 2018,"RT @AskAmy_: @LonnieQuinnTV @Yankees @CBSNewYork @CBS @CBSNews If weather is any consideration,
I hope, and other Yankee fans I'm sure, tha…",0.6369,0.224,0.0,0.776
133,@CBS,Mon Apr 02 23:06:02 +0000 2018,RT @PatriotArmy50: @CB618444 @60Minutes @andersoncooper @CBS @REALtrumpbureau @DonnaWR8 @bgood12345 @G1rly_Tattoo3d @_SierraWhiskee @ImJust…,0.0,0.0,0.0,1.0
134,@CBS,Mon Apr 02 23:05:51 +0000 2018,"RT @PoliticsDogs: @AlecMacGillis I've asked this in a couple other places, but has anyone asked @ABC , @CBS , @nbc and @FOXTV how they feel…",0.0,0.0,0.0,1.0
135,@CBS,Mon Apr 02 23:05:24 +0000 2018,"RT @larryelder: “The only thing your mouth is good for is being Vladimir Putin’s cuck holster.” 
--@Stephen Colbert, @StephenAtHome, referr…",0.4404,0.132,0.0,0.868
136,@CBS,Mon Apr 02 23:05:13 +0000 2018,"@NPR I want to know the reason @WaltDisneyCo, @comcast, and @CBS are failing to protect the @ABCNetwork, @nbc, and… https://t.co/t3iCc2Ozv3",-0.1027,0.168,0.142,0.69
137,@CBS,Mon Apr 02 23:05:04 +0000 2018,"“Kanl? Tiyatro""
""Deadly Theater""
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff… https://t.co/hY8phZKTLJ",0.0,0.0,0.0,1.0
138,@CBS,Mon Apr 02 23:04:49 +0000 2018,@washingtonpost  @CBS @NewYorker @nytimes @guardian ALL #PedophiliaMedia #PizzaGate -fake news is raping &amp; killing… https://t.co/2U0LD8d6sT,-0.836,0.0,0.378,0.622
139,@CBS,Mon Apr 02 23:04:40 +0000 2018,"@LonnieQuinnTV @Yankees @CBSNewYork @CBS @CBSNews If weather is any consideration,
I hope, and other Yankee fans I'… https://t.co/CG5qPGmnxt",0.4404,0.153,0.0,0.847
140,@CBS,Mon Apr 02 23:03:59 +0000 2018,"RT @micmac99: Hey @ABCNetwork @CBS @NBC @FOXTV if you guys refuse to stand up to @WeAreSinclair that means YOU have no commitment to ""real…",-0.2023,0.093,0.157,0.75
141,@CBS,Mon Apr 02 23:03:55 +0000 2018,"@NewsHour @WmBrangham I want to know the reason @WaltDisneyCo, @comcast, and @CBS are failing to protect the… https://t.co/hCR0U6ww4F",-0.1027,0.184,0.156,0.66
142,@CBS,Mon Apr 02 23:03:00 +0000 2018,"RT @larryelder: “The only thing your mouth is good for is being Vladimir Putin’s cuck holster.” 
--@Stephen Colbert, @StephenAtHome, referr…",0.4404,0.132,0.0,0.868
143,@CBS,Mon Apr 02 23:01:28 +0000 2018,"@JimHeathTV @FCC @ABCNetwork @CBS @nbc @TheCW There are no objective news outlets, and the left dominates news outlets.",-0.25,0.062,0.113,0.825
144,@CBS,Mon Apr 02 23:01:12 +0000 2018,"RT @_CFJ_: RIP Laquante 28y/o

Shot Jul 13
https://t.co/lnhrz1F6Tm

#BlackLivesMatter??Protest??

@POTUS??

@CBS @ABC @NBC @CNN @MSNBC&amp; @PO…",0.0,0.0,0.0,1.0
145,@CBS,Mon Apr 02 23:01:11 +0000 2018,"RT @ChuckyKype: .@CBS , .@nbc , .@ABCNetwork , .@FOXTV , .@CNN , .@MSNBC , .@FoxNews https://t.co/FZRHY9blXQ",0.0,0.0,0.0,1.0
146,@CBS,Mon Apr 02 23:00:24 +0000 2018,RT @Uberficker: Networks should pull their affiliations from all @WeAreSinclair broadcast stations. We are the the citizens of this United…,0.0,0.0,0.0,1.0
147,@CBS,Mon Apr 02 23:00:01 +0000 2018,"RT @PatriotTamme: ------    #ReleaseTheNames of the Congressmen we have paid on their behalf in over $17 million in sex cases.
@realDonaldT…",0.0,0.0,0.0,1.0
148,@CBS,Mon Apr 02 22:59:29 +0000 2018,"@JohnJHarwood I’m not sure that @CBS, @NBC, and @ABC really want to be associated with Faux News style propaganda,… https://t.co/fgpFRcWRgY",-0.0948,0.074,0.091,0.835
149,@CBS,Mon Apr 02 22:59:03 +0000 2018,RT @CBS: No one does it quite like @eltonofficial. The artist himself will belt out some of his chart-topping hits on Elton John: I'm Still…,0.1513,0.1,0.079,0.822
150,@CBS,Mon Apr 02 22:58:28 +0000 2018,@consequence @CBS just gave the fake news quote from Sinclair. ???????? So why is @StephenKing’s series coming on there ???!???,-0.6544,0.0,0.186,0.814
151,@CBS,Mon Apr 02 22:57:49 +0000 2018,RT @linzkraft: Watch these clips!! They’re really funny and sweet. And then maybe watch the show tomorrow night!? You’ll smile and laugh- I…,0.9251,0.414,0.0,0.586
152,@CBS,Mon Apr 02 22:56:53 +0000 2018,"RT @Obamaisnuts: I totally disagree with WaPo @washingtonpost @nytimes @ABC @NBCNews @CBS @CNN is #FakeNewsMedia 

This small Minority of #…",-0.4391,0.0,0.138,0.862
153,@CBS,Mon Apr 02 22:56:12 +0000 2018,RT @LRick1960: @CBS won’t be watching network till you deal with Sinclair! #SinclairStrike,0.0,0.0,0.0,1.0
154,@CBS,Mon Apr 02 22:54:57 +0000 2018,RT @LRick1960: @CBS won’t be watching network till you deal with Sinclair! #SinclairStrike,0.0,0.0,0.0,1.0
155,@CBS,Mon Apr 02 22:54:25 +0000 2018,RT @microrex21: @HamillHimself @CNN @MSNBC @facebook @ABC @NBC @ABC @CBS and ever news paper in the last 150 years have been nothing but pr…,0.0,0.0,0.0,1.0
156,@CBS,Mon Apr 02 22:54:17 +0000 2018,"RT @ChuckyKype: .@CBS , .@nbc , .@ABCNetwork , .@FOXTV , .@CNN , .@MSNBC , .@FoxNews https://t.co/FZRHY9blXQ",0.0,0.0,0.0,1.0
157,@CBS,Mon Apr 02 22:54:15 +0000 2018,"RT @CB618444: Hey @60Minutes what was #StormyDaniels answer when u asked why she wrote this ?in January? 

?Oh that's right, u didn't ask.…",0.0,0.0,0.0,1.0
158,@CBS,Mon Apr 02 22:54:02 +0000 2018,@JimHeathTV @FCC @ABCNetwork @CBS @nbc @TheCW America's tv networks have always been one big warmongering commercia… https://t.co/Y90btqXzFW,-0.5423,0.0,0.179,0.821
159,@CBS,Mon Apr 02 22:53:04 +0000 2018,"RT @winniekruger: Grandes medios de comunicación sesgados: @ABC, @CBS, y @NBCNews le concedieron casi media hora a la March for Our Lives (…",0.0,0.0,0.0,1.0
160,@CBS,Mon Apr 02 22:52:55 +0000 2018,#OneDollar: Casting announced for @CBS All Access mystery series https://t.co/V3UP46nJog https://t.co/xxNmEd7HfC,0.0,0.0,0.0,1.0
161,@CBS,Mon Apr 02 22:52:07 +0000 2018,"RT @VoicingMyMind: @hughhewitt is too far to the right, he can't see the forest for the trees, remove him from MSNBC! @MSNBC @CNN @ABC @CBS…",0.0,0.0,0.0,1.0
162,@CBS,Mon Apr 02 22:51:51 +0000 2018,@HamillHimself @CNN @MSNBC @facebook @ABC @NBC @ABC @CBS and ever news paper in the last 150 years have been nothin… https://t.co/mtEd50A3u1,0.0,0.0,0.0,1.0
163,@CBS,Mon Apr 02 22:51:40 +0000 2018,The @fcc should review #Sinclair immediately &amp; the networks should warn that they will revoke their partnership wit… https://t.co/6f7G4YvqJ9,-0.1027,0.0,0.072,0.928
164,@CBS,Mon Apr 02 22:50:40 +0000 2018,@CNN @MSNBC @maddow @JoyAnnReid @CBS @nbc @ABC @nytimes @JeffBezos @washingtonpost Nobody with a brain has any resp… https://t.co/ChOg5rif7I,0.0,0.0,0.0,1.0
165,@CBS,Mon Apr 02 22:50:32 +0000 2018,@AmericanMetal1 @realDonaldTrump @WeAreSinclair @ABC @nbc @CBS @FoxNews Your link doesn't work.,0.0,0.0,0.0,1.0
166,@CBS,Mon Apr 02 22:50:26 +0000 2018,@EKANardini @barstoolvantalk @nbc @CBS @espn did they beat 'em last week?,0.0,0.0,0.0,1.0
167,@CBS,Mon Apr 02 22:50:21 +0000 2018,"RT @micmac99: @aspiringperson Most of Sinclair's almost 175 stations are affiliated with the major networks, @ABCNetwork @CBS @NBC @FoxTV.…",0.0,0.0,0.0,1.0
168,@CBS,Mon Apr 02 22:50:06 +0000 2018,"RT @Obamaisnuts: I totally disagree with WaPo @washingtonpost @nytimes @ABC @NBCNews @CBS @CNN is #FakeNewsMedia 

This small Minority of #…",-0.4391,0.0,0.138,0.862
169,@CBS,Mon Apr 02 22:49:58 +0000 2018,@DallasFanzine @CBS #Dallas40 bring back the greatest series of all time the next generation is ready.,0.7717,0.324,0.0,0.676
170,@CBS,Mon Apr 02 22:49:54 +0000 2018,"@hughhewitt is too far to the right, he can't see the forest for the trees, remove him from MSNBC! @MSNBC @CNN @ABC… https://t.co/HXRtwwSvMo",0.0,0.0,0.0,1.0
171,@CBS,Mon Apr 02 22:49:43 +0000 2018,RT @Myrddn: I think @NBC @CBS @ABC had better examine their relationship with #SinclairBroadcasting. Please let the networks know how you f…,0.6369,0.215,0.0,0.785
172,@CBS,Mon Apr 02 22:49:33 +0000 2018,@MikeCampana @mattdpearce @nbc @CBS @ABCNetwork do it?. Damn we need an edit button.,-0.4019,0.0,0.184,0.816
173,@CBS,Mon Apr 02 22:48:03 +0000 2018,RT @Myrddn: I think @NBC @CBS @ABC had better examine their relationship with #SinclairBroadcasting. Please let the networks know how you f…,0.6369,0.215,0.0,0.785
174,@CBS,Mon Apr 02 22:48:02 +0000 2018,"RT @PatriotTamme: ------    #ReleaseTheNames of the Congressmen we have paid on their behalf in over $17 million in sex cases.
@realDonaldT…",0.0,0.0,0.0,1.0
175,@CBS,Mon Apr 02 22:47:44 +0000 2018,"I totally disagree with WaPo @washingtonpost @nytimes @ABC @NBCNews @CBS @CNN is #FakeNewsMedia 

This small Minori… https://t.co/TB6bvCIp7Y",-0.4391,0.0,0.162,0.838
176,@CBS,Mon Apr 02 22:46:34 +0000 2018,@mommikat2 @CBS Who’s BEX?,0.0,0.0,0.0,1.0
177,@CBS,Mon Apr 02 22:45:29 +0000 2018,"RT @Anacamp68049489: @warnerbrostv @CBS @LivinBiblically @jrfergjr We are still bleeding, the wound is still open, we need Lexa to come bac…",0.0,0.0,0.0,1.0
178,@CBS,Mon Apr 02 22:45:28 +0000 2018,"RT @lad_lew: @realDonaldTrump @jaredkushner @parscale @CamAnalytica Full interview with @Parscale via @CBS 60 Minutes.
* Wonder if Mueller…",0.0,0.0,0.0,1.0
179,@CBS,Mon Apr 02 22:45:25 +0000 2018,If the legitimate #MSM: @abc @nbc @cbs @cnn @msnbc don't call out the lies @realDonaldTrump and the @GOP says then… https://t.co/FreAvJOc4V,-0.4215,0.0,0.123,0.877
180,@CBS,Mon Apr 02 22:45:12 +0000 2018,"RT @PraQJoao: @warnerbrostv @CBS @LivinBiblically @jrfergjr Hey Warner respctefuly .... Please, we need a character like Lexa alive. Its be…",0.7506,0.316,0.0,0.684
181,@CBS,Mon Apr 02 22:45:03 +0000 2018,"@warnerbrostv @CBS @LivinBiblically @jrfergjr We are still bleeding, the wound is still open, we need Lexa to come… https://t.co/yZ2Fr2TRRm",0.0,0.0,0.0,1.0
182,@CBS,Mon Apr 02 22:45:00 +0000 2018,@CBS  #Dallas 40 years time to bring back the next generation since at @tntdrama failed and rudely cancel the series,-0.8176,0.0,0.333,0.667
183,@CBS,Mon Apr 02 22:44:47 +0000 2018,"RT @PatriotTamme: ------    #ReleaseTheNames of the Congressmen we have paid on their behalf in over $17 million in sex cases.
@realDonaldT…",0.0,0.0,0.0,1.0
184,@CBS,Mon Apr 02 22:44:23 +0000 2018,"RT @RussiaConnects: ""This is extremely dangerous to our democracy.""

What is? Watch.

@FoxNews @FOXTV @ABC @NBC @MSNBC @CNBC @CBS @BBC @BBC…",-0.5256,0.0,0.145,0.855
185,@CBS,Mon Apr 02 22:44:19 +0000 2018,@sharpestbulb @johannaihli @ABC @Alyssa_Milano @CBS @FoxNews @NBCNews @jimmykimmel If a pattern of jumping to concl… https://t.co/ATPnIAzwRr,0.0,0.0,0.0,1.0
186,@CBS,Mon Apr 02 22:44:13 +0000 2018,Listen up lying propaganda assholes: @CNN @MSNBC @maddow @JoyAnnReid @cbs @nbc @abc @nytimes @JeffBezos… https://t.co/j5twer5eNb,-0.8481,0.0,0.434,0.566
187,@CBS,Mon Apr 02 22:43:46 +0000 2018,"RT @PatriotTamme: ------    #ReleaseTheNames of the Congressmen we have paid on their behalf in over $17 million in sex cases.
@realDonaldT…",0.0,0.0,0.0,1.0
188,@CNN,Mon Apr 02 23:22:52 +0000 2018,@RealCandaceO @Acosta @CNN While we're talking credentials you think Kushner should have the level of access he does?,0.0,0.0,0.0,1.0
189,@CNN,Mon Apr 02 23:22:52 +0000 2018,"@jeffblev @CNN REally? You've all been pretty silent, acquising as NRA says they do speak for you. You might want t… https://t.co/VvxjvzKVfN",0.5423,0.184,0.0,0.816
190,@CNN,Mon Apr 02 23:22:52 +0000 2018,"RT @CNN: Roger Stone's potential ties to WikiLeaks and its founder, Julian Assange, are being investigated by special counsel Robert Muelle…",0.4019,0.119,0.0,0.881
191,@CNN,Mon Apr 02 23:22:51 +0000 2018,RT @CNN: The giant panda is no longer an endangered species https://t.co/Tl5tM3Xzbg https://t.co/SaUdIGvLUO,-0.296,0.0,0.155,0.845
192,@CNN,Mon Apr 02 23:22:51 +0000 2018,@reereespirit @ashtonbirdie @Patrickpetty23 @CNN @joanwalsh @KyleKashuv Really you fail to see the comparison to so… https://t.co/iM1ncDIFJv,-0.5829,0.0,0.201,0.799
193,@CNN,Mon Apr 02 23:22:51 +0000 2018,"@CNN But she looks so normal! So humane!
I wish all the as*holes had a mark on their forehead or something...?",0.5518,0.165,0.0,0.835
194,@CNN,Mon Apr 02 23:22:51 +0000 2018,@littlerapguy @CNN ..English?,0.0,0.0,0.0,1.0
195,@CNN,Mon Apr 02 23:22:50 +0000 2018,@Ark_Tor @parscale @CNN  https://t.co/ETMg3tm3Dv,0.0,0.0,0.0,1.0
196,@CNN,Mon Apr 02 23:22:50 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
197,@CNN,Mon Apr 02 23:22:50 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
198,@CNN,Mon Apr 02 23:22:49 +0000 2018,"RT @RealCandaceO: For the record, when @donlemon invited me onto his show, I said yes. I fundamentally disagree with him on everything, but…",0.0258,0.111,0.107,0.782
199,@CNN,Mon Apr 02 23:22:49 +0000 2018,RT @parscale: Maybe it is time for Jim Acosta to get a suspension for breaking protocol. He continues to embarrass himself and @CNN. Pull h…,-0.296,0.0,0.087,0.913
200,@CNN,Mon Apr 02 23:22:49 +0000 2018,"RT @CNN: ""Right now in this country there are millions of people who are working 2 or 3 jobs because wages are much too low,"" Sen. Bernie S…",0.0,0.0,0.0,1.0
201,@CNN,Mon Apr 02 23:22:48 +0000 2018,"RT @nange_magro: ?( ?• ·? • ??)? My interview with @cnn  @cnnstyle ??? You can check the full video on cnnstyle. com ?

#nangemagro #deadlo…",0.0,0.0,0.0,1.0
202,@CNN,Mon Apr 02 23:22:48 +0000 2018,"RT @johncardillo: .@Acosta is inappropriate and classless. 

No wonder he does so well @CNN.",0.1384,0.162,0.13,0.708
203,@CNN,Mon Apr 02 23:22:48 +0000 2018,"RT @rameshchahal: #SaintMSG_Initiative57
#?????_??
??????? ????? ??????? ???????? ?? ?????? ?? ???? @derasachasauda ?? 684 ?????? ?? ???? ?…",0.0,0.0,0.0,1.0
204,@CNN,Mon Apr 02 23:22:48 +0000 2018,RT @PetzMom: @RedPillTweets @Ark_Tor @parscale @CNN Actually the left is standing alongside them and marveling at their bravery. #ImpeachTr…,0.4939,0.151,0.0,0.849
205,@CNN,Mon Apr 02 23:22:48 +0000 2018,"Cable News Ratings Friday March 30

Average Viewers . . . 
6 am to Midnight
@FoxNews 1,478,167
@MSNBC   1,126,325… https://t.co/wYTmqldMiu",0.0,0.0,0.0,1.0
206,@CNN,Mon Apr 02 23:22:47 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
207,@CNN,Mon Apr 02 23:22:47 +0000 2018,"@TomCurle @CNN Apples are roses
Bananas are berries
CNN Sucks!

All true.",0.1511,0.198,0.16,0.641
208,@CNN,Mon Apr 02 23:22:46 +0000 2018,"RT @NeverTrumpTexan: @parscale @CNN Protocol? Personally profiting off the Presidency is breaking protocol. 

Reporters asking questions is…",0.3818,0.14,0.0,0.86
209,@CNN,Mon Apr 02 23:22:46 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
210,@CNN,Mon Apr 02 23:22:45 +0000 2018,"RT @HoarseWisperer: Jesus H. Christmas Cookies, .@CNN.

Stop with these stupid panels of women who voted for Trump.

The host could bring i…",-0.6808,0.0,0.211,0.789
211,@CNN,Mon Apr 02 23:22:45 +0000 2018,@JamesonFoge @PetzMom @RedPillTweets @Ark_Tor @parscale @CNN Economy and deregulation I’ve conceded. You e said not… https://t.co/VB8ndTPMzT,0.0,0.0,0.0,1.0
212,@CNN,Mon Apr 02 23:22:44 +0000 2018,"RT @CNN: Wall Street is sending President Trump a message: Don't start a trade war. And lay off Amazon, one of the most important companies…",0.7131,0.258,0.0,0.742
213,@CNN,Mon Apr 02 23:22:44 +0000 2018,RT @CNN: The giant panda is no longer an endangered species https://t.co/Tl5tM3Xzbg https://t.co/SaUdIGvLUO,-0.296,0.0,0.155,0.845
214,@CNN,Mon Apr 02 23:22:43 +0000 2018,@CNN This old man will go down like the most incompetent potus this country ever had. He is a jerk.,-0.5095,0.103,0.238,0.659
215,@CNN,Mon Apr 02 23:22:43 +0000 2018,"RT @13WJM: To be fair, #immigration is FAR from the only thing @realDonaldTrump is ignorant about, but it helps to break things down to one…",0.5423,0.177,0.054,0.769
216,@CNN,Mon Apr 02 23:22:42 +0000 2018,"RT @RealCandaceO: For the record, when @donlemon invited me onto his show, I said yes. I fundamentally disagree with him on everything, but…",0.0258,0.111,0.107,0.782
217,@CNN,Mon Apr 02 23:22:42 +0000 2018,RT @CNN: JUST IN: White House confirms President Trump and Russian President Vladimir Putin discussed the possibility of meeting at the Whi…,0.0,0.0,0.0,1.0
218,@CNN,Mon Apr 02 23:22:42 +0000 2018,"RT @IgnitedTrueWord: @CNN As you sow so shall you reap ?
She did deserve to get the hell of school systems, she never belonged with our inn…",-0.6808,0.0,0.155,0.845
219,@CNN,Mon Apr 02 23:22:42 +0000 2018,"RT @CNN: Roger Stone's potential ties to WikiLeaks and its founder, Julian Assange, are being investigated by special counsel Robert Muelle…",0.4019,0.119,0.0,0.881
220,@CNN,Mon Apr 02 23:22:42 +0000 2018,"RT @JonathanFlora3: @parscale @CNN Jim Acosta is a journalist, journalists ask questions. Maybe the President should hold an actual press c…",0.0,0.0,0.0,1.0
221,@CNN,Mon Apr 02 23:22:42 +0000 2018,"@RealCandaceO @Acosta @CNN Like I said if they would stop him from coming in it would stop, they need to see if the… https://t.co/h4xx15EdwN",-0.2263,0.093,0.164,0.743
222,@CNN,Mon Apr 02 23:22:41 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
223,@CNN,Mon Apr 02 23:22:41 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
224,@CNN,Mon Apr 02 23:22:40 +0000 2018,RT @JimmyKa72236240: @CNN @CNNOpinion IT WILL NEVER GET OFF THE GROUND AFTER THE USA FINISHES THEIR NEW LASER SPACE WEAPON,-0.4466,0.0,0.134,0.866
225,@CNN,Mon Apr 02 23:22:40 +0000 2018,"RT @MillenPolitics: Can’t rally.
Can’t kneel.
Can’t march.
Can’t boycott.
Can’t assemble.

What’s the right way to protest, @CNN? https://t…",-0.5106,0.0,0.193,0.807
226,@CNN,Mon Apr 02 23:22:40 +0000 2018,@CNN That will come back to bite Republicans in November... #BlueWaveIsComing  #VoteThemOut2018,0.0,0.0,0.0,1.0
227,@CNN,Mon Apr 02 23:22:40 +0000 2018,RT @Jeb2619: @CNN Lmfao the ignorance that comes out of this fat boys mouth is amazing. Trump and myself as a Trump supporter just got to l…,0.7845,0.277,0.074,0.649
228,@CNN,Mon Apr 02 23:22:39 +0000 2018,@CNN Jim Acosta has NO BUSINESS IN THE WHITE HOUSE PRESS POOL!!! He is a ridiculous JOKE!,-0.5673,0.13,0.293,0.577
229,@CNN,Mon Apr 02 23:22:39 +0000 2018,"RT @CNN: Winnie Mandela, the South African anti-apartheid activist and former wife of the late President Nelson Mandela, has died at the ag…",-0.5574,0.0,0.141,0.859
230,@CNN,Mon Apr 02 23:22:38 +0000 2018,@BrutalVeracity @DonnaWe51549635 @Eagle50425849 @Icon99558924 @JLadstone @OhRoyalOne @shaistasalam1 @JSinghF… https://t.co/5w6JLfF4kG,0.0,0.0,0.0,1.0
231,@CNN,Mon Apr 02 23:22:38 +0000 2018,"RT @rameshchahal: #SaintMSG_Initiative58
#?????_??_?????
??? ?????? ???? ?????? ??????? ?? ???? ???? ?? ???? ???? ??????? ????????? ?? ??…",0.0,0.0,0.0,1.0
232,@CNN,Mon Apr 02 23:22:38 +0000 2018,"RT @CNN: Roger Stone's potential ties to WikiLeaks and its founder, Julian Assange, are being investigated by special counsel Robert Muelle…",0.4019,0.119,0.0,0.881
233,@CNN,Mon Apr 02 23:22:38 +0000 2018,"RT @MillenPolitics: Can’t rally.
Can’t kneel.
Can’t march.
Can’t boycott.
Can’t assemble.

What’s the right way to protest, @CNN? https://t…",-0.5106,0.0,0.193,0.807
234,@CNN,Mon Apr 02 23:22:38 +0000 2018,RT @CNN: The giant panda is no longer an endangered species https://t.co/Tl5tM3Xzbg https://t.co/SaUdIGvLUO,-0.296,0.0,0.155,0.845
235,@CNN,Mon Apr 02 23:22:38 +0000 2018,@ihssaann @CNN They get triggered easy,0.4404,0.367,0.0,0.633
236,@CNN,Mon Apr 02 23:22:36 +0000 2018,RT @CNN: The giant panda is no longer an endangered species https://t.co/Tl5tM3Xzbg https://t.co/SaUdIGvLUO,-0.296,0.0,0.155,0.845
237,@CNN,Mon Apr 02 23:22:36 +0000 2018,@CNN potato ass bitch,-0.8074,0.0,0.785,0.215
238,@CNN,Mon Apr 02 23:22:36 +0000 2018,@CNN let her racist friends pay her way. https://t.co/hGMpVM5dSY,-0.3182,0.214,0.372,0.414
239,@CNN,Mon Apr 02 23:22:36 +0000 2018,"RT @CNN: Here's how Micheal Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20 of the best uni…",0.8979,0.353,0.0,0.647
240,@CNN,Mon Apr 02 23:22:36 +0000 2018,"RT @CNN: BREAKING: Winnie Mandela, the South African anti-apartheid activist and former wife of the late President Nelson Mandela, has died…",0.0,0.0,0.0,1.0
241,@CNN,Mon Apr 02 23:22:36 +0000 2018,@parscale @CNN Trump: Using children as human shields against big bad reporters since '18!,-0.5848,0.0,0.226,0.774
242,@CNN,Mon Apr 02 23:22:34 +0000 2018,@CNN  https://t.co/G9PjBKzgOZ,0.0,0.0,0.0,1.0
243,@CNN,Mon Apr 02 23:22:34 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
244,@CNN,Mon Apr 02 23:22:34 +0000 2018,"@CNN Adios, hate monger. When will people learn that racist hatred has no place in society?",-0.9337,0.0,0.54,0.46
245,@CNN,Mon Apr 02 23:22:33 +0000 2018,@destination1111 @SamPepper1965 @Ialbabakri @Rainbojangles @SpoonMatrix @linanloo @malkaavram @M0sstr00per… https://t.co/kq4k9IOhZd,0.0,0.0,0.0,1.0
246,@CNN,Mon Apr 02 23:22:32 +0000 2018,"RT @RealCandaceO: For the record, when @donlemon invited me onto his show, I said yes. I fundamentally disagree with him on everything, but…",0.0258,0.111,0.107,0.782
247,@CNN,Mon Apr 02 23:22:31 +0000 2018,RT @Op_Liberti: While @CNN is busy conjuring up #FakeNews the same can be observed regarding @MSNBC. It appears #NXIVM isn't allowed to be…,0.0,0.0,0.0,1.0
248,@CNN,Mon Apr 02 23:22:31 +0000 2018,"RT @rameshchahal: #?????
#SaintMSG_Initiative59
@derasachasauda ??????? ??? ??? ??????? ??? ???? ?? ?? ???? ?? ????????? ????? ?? ????? ??…",0.0,0.0,0.0,1.0
249,@CNN,Mon Apr 02 23:22:31 +0000 2018,@parscale @CNN Go back to Russia or where ever you came from.,0.0,0.0,0.0,1.0
250,@CNN,Mon Apr 02 23:22:30 +0000 2018,"@parscale @CNN You be smoking hash, pot, Elmers glue?",0.0,0.0,0.0,1.0
251,@CNN,Mon Apr 02 23:22:30 +0000 2018,@TelcoJ @CNN @Celgene @TMobile @GEICO @Progressive @abbvie @Nutrisystem @BMW @NordVPN @ATT @GoodRx I agree. I calle… https://t.co/0X0uLsCUZV,0.3612,0.152,0.0,0.848
252,@CNN,Mon Apr 02 23:22:30 +0000 2018,"RT @OHenryHernandez: @CNN [[[ Sean Hannity:
""There will be a civil war if Mueller
finds anything on Trump""
https://t.co/fDj3mXODKF ]]]

…As…",-0.5994,0.0,0.17,0.83
